repository,repo_url,commit_hash,author,date,message,green_aware,patterns_matched,pattern_count,confidence,files_modified,insertions,deletions,dmm_unit_size,dmm_unit_complexity,dmm_unit_interfacing,total_nloc,total_complexity,methods_count,energy_joules
psf/requests,https://github.com/psf/requests,c3280d7844cc88693b1e97d45f704945cb55f29c,Ruben,2020-09-23T13:19:29+02:00,"Update advanced.rst

replaced reference to requests-async with httpx the replacement project",True,"Queue Non-Urgent Requests, Use Async Instead of Sync, Avoid Chaining Critical Requests, Keep Request Counts Low, Lazy Loading, Asynchronous Processing",6,high,1,2,2,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,947b175f20f87b4301582fec5ac3960114bca3dd,Ivano Malavolta,2023-12-01T13:08:41+01:00,Initial commit,False,,0,low,2,23,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,68327b99f93661428509c2a135d0d0b4faaa268d,Max Karsten,2025-09-10T16:42:48+02:00,Example experiment +,False,,0,low,14,138,0,1.0,1.0,0.18518518518518517,38,10,8,
S2-group/green-lab,https://github.com/S2-group/green-lab,c76191b15a7de8c266eb7c83e9451b96336f6668,Max Karsten,2025-09-10T16:43:00+02:00,Small config change,False,,0,low,1,1,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,63fe282083b7b3f4e8aaa1f0c6888cbbf0190b21,Andrei Dragomir,2025-09-11T16:15:19+02:00,Lab 1 Materials,False,,0,low,5,355,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,2c5149e06d62804c471c33662ae879a109fbab09,Max Karsten,2025-09-11T17:26:18+02:00,Make readme more robust,False,,0,low,1,150,4,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,5a9de56ba089fe6c54a9bc54807f67422564bf3b,Max Karsten,2025-09-11T17:37:05+02:00,More readme updates,False,,0,low,1,14,13,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,ddc720b78fbb5868451e53db7e1587ebd7ac2e5e,Max Karsten,2025-09-11T17:41:36+02:00,Add in some more links,False,,0,low,1,2,2,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,cacc5d30edf17185e2b0aeca1971b3a3809da976,Max Karsten,2025-09-11T17:42:49+02:00,More links,False,,0,low,1,1,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,21dac56ca273688b503cade33b09d9327f8a0915,Max Karsten,2025-09-11T17:47:15+02:00,More tweaks,False,,0,low,1,6,4,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,8085fe997d33e317e928e8c1522e728a093b521e,Max Karsten,2025-09-11T17:49:11+02:00,Last change,False,,0,low,1,1,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,14fe4172dd21d05e90f076e19d50b288e706d928,Cedar_Cheng,2025-09-11T19:48:47+02:00,update links at slides,False,,0,low,1,0,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,26d5da194f12daccbf746dad35ecabab1128e9ce,Cedar_Cheng,2025-09-12T01:53:16+08:00,Fix formatting in README for exercises section,False,"Serve Images in Modern Formats, Efficient Format for Model Training",2,high,1,2,2,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,0c513f8e299a4eca09f3775c450d74d0c98f1a36,Andrei Dragomir,2025-09-12T13:10:17+02:00,Fixed some ambiguities in Lab 1,False,,0,low,3,12,5,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,6714197488ed83c75ec07fb9f5f2b7d8d0e1c7c5,Andrei Dragomir,2025-09-12T13:11:01+02:00,Cleaned Lab 1 directory,False,,0,low,1,0,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,e1275c1cc95a0499784b885d98594379ab34108e,Max Karsten,2025-09-15T15:46:49+02:00,Add in presentation slides,False,,0,low,1,0,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,8abadcbeac3cbf8cc2e64524ad4fb8e7b4f3cf42,Max Karsten,2025-09-17T13:39:05+02:00,Make some edits to the presentation & readme,False,,0,low,2,31,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,87eae741d07f0bdb6bcaa2903a1dea38121d8fd2,Max Karsten,2025-09-17T14:16:22+02:00,Add reference to monkey tool,False,,0,low,1,3,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,ba91a91d39d6847e5395c6fb5608086bc66f13f0,Max Karsten,2025-09-17T14:17:08+02:00,Correct spelling,False,,0,low,1,1,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,3c26aaaacd710fbcd833710c43ad547b6b276cdf,Cedar_Cheng,2025-09-17T22:14:43+08:00,Modify a cmd for emulator launching,False,,0,low,1,11,5,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,8f739ae1703f1b950f678920debd583d602157da,Cedar_Cheng,2025-09-17T22:24:12+08:00,Add troubleshooting tip for messaging app error,False,,0,low,1,1,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,f3020bb928073cdda72f7b7812c0c28205657ac6,Cedar_Cheng,2025-09-17T23:09:57+08:00,Update README with manual app start instructions,False,,0,low,1,1,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,7e975294fc1ceeefd324430d327c5109ad5e3f09,Cedar_Cheng,2025-09-19T03:24:06+08:00,add links to MacOS dependencies installation,False,,0,low,1,6,2,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,d0fc99eb01e20adbb0ca782831406fa352f8844f,Cedar_Cheng,2025-09-19T16:43:53+08:00,Fix path in Hello World example command,False,,0,low,1,1,1,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,d262189c6e3be15c9b3fc02b957465e083925891,Aayush Joglekar,2025-10-02T13:11:56+02:00,Initialise Lab 3 files,False,,0,low,2,34,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,9330edb4b869687d21274cbbc24caf6738249fe1,Aayush Joglekar,2025-10-02T13:14:54+02:00,Add sample data,False,Reduce Transmitted Data,1,medium,1,301,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,a76586e94a54f8108eedff88ee1e3b9d04280f1d,Aayush Joglekar,2025-10-02T13:25:27+02:00,"[Lab3] Add exercises for section 0, 4, 5, 6",False,,0,low,1,13,3,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,68df498dc97bae8bc143878b07b8674ab935041c,Yuqi Yue,2025-10-02T13:37:52+02:00,cheatsheets added,False,,0,low,3,0,0,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,8f97f9b93a991db0e7dd5faf78aa912d9f872d1f,Aayush Joglekar,2025-10-02T13:49:37+02:00,"[Lab3] Add solutions for section 4, 5, 6",False,,0,low,2,126,9,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,d089179be1b73c148b1206cf9596d5157eaf84cb,Yuqi Yue,2025-10-02T15:11:43+02:00,"[Lab 3] Ex 1, 2, 3",False,,0,low,2,165,7,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,01e5a6a627e54a403a2aa087b17b8eb7b844ac62,Aayush Joglekar,2025-10-02T22:53:31+02:00,[Lab3] Fix minor issues,False,,0,low,1,5,5,,,,0,0,0,
S2-group/green-lab,https://github.com/S2-group/green-lab,1f53a7f7ff746b609e7fb16f2947de136a2e2e86,Yuqi Yue,2025-10-03T08:52:51+02:00,slides added,False,,0,low,1,0,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,9e773fea642aeca8e3e49546196a909c61235e43,Dominik Schmidt,2020-01-08T10:28:23+00:00,[tx] updated from transifex,False,,0,low,9,137,1,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,50eaecf9886019649b2583b78df9a66147eade2b,Dominik Schmidt,2020-01-08T15:26:47+00:00,[tx] updated from transifex,False,,0,low,1,15,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,ba7d427cdb6f2da957e61f8aff89d724f87f55d1,Dominik Schmidt,2020-01-08T16:26:06+00:00,[tx] updated from transifex,False,,0,low,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,88089179b0f10b491174524850bac5e4874a6a2d,Dominik Schmidt,2020-01-10T09:43:19+00:00,[tx] updated from transifex,False,,0,low,1,16,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,94932c7724a06a22ce6827cd94c568bcea77308f,Dominik Schmidt,2020-01-11T09:34:55+00:00,[tx] updated from transifex,False,,0,low,1,47,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,ec162f9fbd7586672ea92ea478f3e2163f5f2b72,Dominik Schmidt,2020-01-11T13:34:40+00:00,[tx] updated from transifex,False,,0,low,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,925dbe9f678b083f084d835fbfe7a52834485532,Abel García de Prada,2019-12-19T13:06:18+01:00,Remove kitkat from wizard,False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,4,10,22,0.2857142857142857,0.2857142857142857,0.5714285714285714,144,31,18,
owncloud/android,https://github.com/owncloud/android,3201406f15fcfdaaddde7a0275199a261f4e442c,davigonz,2019-12-19T13:49:31+01:00,Wizard cleanup,True,"Delete Unused Storage Resources, Remove Unused Assets",2,high,46,13,317,,,,144,31,18,
owncloud/android,https://github.com/owncloud/android,9a2efb918f3b6e3e6abb04cb530903972acd8607,Dominik Schmidt,2020-01-13T09:48:34+00:00,[tx] updated from transifex,False,,0,low,21,39,12,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,fdbe144c0f4ae8c978b78f89b518f797bdaa3b88,Hannes Achleitner,2020-01-04T10:14:29+01:00,"Android Studio 3.5.3

(cherry picked from commit e6d9b72a2b4840c3b549c62649e2a2b5dcdc16d6)",False,Incremental Processing,1,medium,3,4,4,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,c7ed04c783be97a8b2c4d3e30a1554443b516176,Hannes Achleitner,2020-01-03T00:10:44+01:00,update Room schema 28,False,,0,low,1,4,5,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,27fa212a2a461b9afd2fcaf9e3524a7a265a5f42,jrecio,2020-01-10T08:41:24+01:00,add new task to release template: upload APK to internal instance,True,"Match VM Utilization Requirements, Scale Infrastructure with User Load",2,high,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,638fbbe19734c9f18a843aafc0860ad719b2f93b,Hannes Achleitner,2020-01-02T17:06:01+01:00,code format and minor lint issues,False,"Serve Images in Modern Formats, Efficient Format for Model Training",2,high,2,42,77,0.5416666666666666,0.20833333333333334,0.625,539,83,30,
owncloud/android,https://github.com/owncloud/android,59c4a2ad34e603dfe9a1ea6b8cb6fc1967f60102,Hannes Achleitner,2020-01-04T09:51:45+01:00,"fix lint warnings

(cherry picked from commit 44769d0b24a98dc1a1053ef1ff3bc5fbd7a75c1b)",False,,0,low,4,55,68,1.0,0.3076923076923077,0.15384615384615385,1334,257,105,
owncloud/android,https://github.com/owncloud/android,0f7534c15e7cb3362af6ef5101cb42dc651f1b57,Hannes Achleitner,2020-01-10T15:51:11+01:00,apply code review wish,False,Database Views & Materialized Views,1,medium,1,1,5,0.0,0.0,0.0,858,168,57,
owncloud/android,https://github.com/owncloud/android,db58c3ea013ba991a471df1b43dfbc9fc62a43fe,davigonz,2020-01-14T16:39:49+01:00,Update library reference with latest changes,False,,0,low,1,1,1,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,a301888973b77bf202839089b3e6a30b3e317c40,Abel García de Prada,2019-12-20T14:28:02+01:00,Move log initialization to MainApp,False,,0,low,2,16,14,1.0,1.0,1.0,209,34,16,
owncloud/android,https://github.com/owncloud/android,94a92de18c8dce65778318f07af49ef4357faa1f,Abel García de Prada,2020-01-13T14:34:23+01:00,Replace log_OC with Timber,False,,0,low,105,953,1468,0.0,0.09615384615384616,0.4188034188034188,27580,4966,1801,
owncloud/android,https://github.com/owncloud/android,2d001212c95e23062a7a0301551fabe4d9126cc7,Abel García de Prada,2020-01-14T12:44:08+01:00,Remove unused logs,True,"Delete Unused Storage Resources, Remove Unused Assets, Remove Unused CSS",3,high,3,0,9,,,,2025,357,113,
owncloud/android,https://github.com/owncloud/android,0596b883f249f80a590a186f1b84b540196c3e3a,Dominik Schmidt,2020-01-16T02:27:33+00:00,[tx] updated from transifex,False,,0,low,2,2,1,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,2a558338c1a8773a76dc67c5430d9ce124b0e0d4,Dominik Schmidt,2020-01-18T02:25:03+00:00,[tx] updated from transifex,False,,0,low,1,2,2,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,c261508ce45d55928300bc21527e4a9c8e312657,davigonz,2019-08-29T11:01:40+02:00,Get rid of conditions for <10 servers,False,,0,low,20,394,274,1.0,1.0,0.0625,8960,1657,567,
owncloud/android,https://github.com/owncloud/android,3f0532608715ea69c237d6662e6405e81257566e,davigonz,2019-09-02T10:03:19+02:00,Apply changes requested in PR,False,"Avoid Chaining Critical Requests, Keep Request Counts Low",2,high,7,17,41,0.7272727272727273,0.36363636363636365,1.0,2134,339,146,
owncloud/android,https://github.com/owncloud/android,af24ef418e10a6bfd702828851ff915752ae74da,David González,2019-09-10T15:25:54+02:00,Fix folder creation and check again names with /,False,,0,low,3,12,1,0.0,1.0,1.0,593,79,30,
owncloud/android,https://github.com/owncloud/android,ca1c62d5c49b895aa0a296b733d0e7b69facc668,Abel García de Prada,2019-12-18T12:41:18+01:00,Update library reference,False,,0,low,1,1,1,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,28b80df03cc109165ac7a469d8d3a00163d34ff2,Abel García de Prada,2019-12-18T12:54:15+01:00,Delete old tests,False,Delete Unused Storage Resources,1,medium,3,1,239,0.3218390804597701,0.0,0.0,73,3,3,
owncloud/android,https://github.com/owncloud/android,ecc144c7d3ff419de05cc0aae2535f28861147ee,davigonz,2019-12-11T13:09:07+01:00,Show snackbar with specific error message when using <10 servers,False,,0,low,3,9,7,0.0,0.0,1.0,1708,401,114,
owncloud/android,https://github.com/owncloud/android,49ba21cdb1794c0925d19c08496a0cb97c92f392,Abel García de Prada,2019-12-20T12:00:38+01:00,Show a dialog when logged in an old server,False,,0,low,3,23,12,0.0,1.0,1.0,1927,446,125,
owncloud/android,https://github.com/owncloud/android,fe7868b68ccbf47f1a0671d396cee7df1560fba6,Abel García de Prada,2019-12-20T12:29:44+01:00,Wizard cleanup,True,"Delete Unused Storage Resources, Remove Unused Assets",2,high,7,10,43,1.0,0.4166666666666667,0.25,1084,216,93,
owncloud/android,https://github.com/owncloud/android,7d6b68c86e0351e902e962ebaf13540093ab3814,Abel García de Prada,2019-12-20T12:44:14+01:00,Remove old servers constants,False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,2,0,16,0.0,0.0,0.0,290,51,22,
owncloud/android,https://github.com/owncloud/android,ec41fc7f2aff2d0ed051018bba00017b9234a778,Abel García de Prada,2020-01-13T13:45:40+01:00,Show custom error message when logging <10 servers,False,,0,low,2,10,2,0.0,0.0,1.0,2590,567,143,
owncloud/android,https://github.com/owncloud/android,7014d0eb50f6aa4051feeab96d74168212b08166,Abel García de Prada,2020-01-13T14:49:18+01:00,Remove unused strings,True,"Delete Unused Storage Resources, Remove Unused Assets, Remove Unused CSS",3,high,9,0,18,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,4be715ecc1272662642e8c76bbec2026fb94ad6b,davigonz,2020-01-16T11:15:29+01:00,"Improve warning and fix upgrading server to newer version, warning stays

Rebase with master

Remove",True,"Delete Unused Storage Resources, Remove Unused Assets, Remove Unused CSS",3,high,6,52,77,0.0,0.0,0.38461538461538464,2237,483,125,
owncloud/android,https://github.com/owncloud/android,253d4ecdd3de4389fc7e5edf2311702472bdb058,Dominik Schmidt,2020-01-22T02:24:22+00:00,[tx] updated from transifex,False,,0,low,3,6,3,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,0323cfb6e75d946c64b410585a30f2489afe1cb8,Dominik Schmidt,2020-01-23T02:28:26+00:00,[tx] updated from transifex,False,,0,low,2,2,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,d9811b915a53f84be7606ef28282d761a1efb4fd,Dominik Schmidt,2020-01-24T02:33:08+00:00,[tx] updated from transifex,False,,0,low,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,50cd4b9ca94702d37223940dc14609fc9040357b,Dominik Schmidt,2020-01-26T02:18:54+00:00,[tx] updated from transifex,False,,0,low,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,5638a377bb63833c4b11973ddc69763837d0ed00,Dominik Schmidt,2020-01-28T02:05:45+00:00,[tx] updated from transifex,False,,0,low,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,7aef29eb4b901e18c74212d3619d10b73f8f1779,Hannes Achleitner,2020-01-02T17:07:31+01:00,remove a crash,False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,2,3,5,1.0,0.0,0.0,530,84,30,
owncloud/android,https://github.com/owncloud/android,bc900fdcd1e313d7cf6b53de128bddbc9248f340,Abel García de Prada,2020-01-20T12:54:18+01:00,Fix crash when trying to connect to self signed certificate,False,,0,low,1,18,1,1.0,1.0,1.0,1241,242,67,
owncloud/android,https://github.com/owncloud/android,7537164cd2a1bc515919df9ca1975b58aa9a1f51,Abel García de Prada,2020-01-22T13:25:08+01:00,"Update versionName, versionCode and changelog",False,,0,low,2,5,2,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,c166e4e263ac9aa6fc4485bc8d0ed4eb072bd55f,Abel García de Prada,2020-01-29T12:57:40+01:00,"Update library reference

Rebase with master",False,,0,low,2,4,4,,,,1241,242,67,
owncloud/android,https://github.com/owncloud/android,94ed4f6edd3e212cc8a92f641972ab2ec8937533,Abel García de Prada,2020-01-16T13:10:26+01:00,Use timber instead of printstacktrace,False,,0,low,16,22,47,1.0,1.0,1.0,4145,701,213,
owncloud/android,https://github.com/owncloud/android,a79109dea8edcd9e0c071951475b7ef1145efeae,Abel García de Prada,2020-01-17T13:33:26+01:00,Remove some lint warnings,False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,6,8,8,,,,4653,785,197,
owncloud/android,https://github.com/owncloud/android,9b9f27fc301de39d0de0c3b1ada06654108ae222,davigonz,2020-01-28T17:33:43+01:00,Use latest gradle version,False,,0,low,1,1,1,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,35e9ac38f237a98bf6685834951ead3a5bbc3e7e,davigonz,2020-01-31T11:47:28+01:00,Rebase with master,False,,0,low,1,1,1,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,7520039d05b326d7dda4eeb8db1cf9fd8b7bbba1,Dominik Schmidt,2020-02-02T02:22:49+00:00,[tx] updated from transifex,False,,0,low,1,1,0,,,,0,0,0,
owncloud/android,https://github.com/owncloud/android,fc3062e0aabe4549ba2eb0cb77bfecf6b444f316,davigonz,2020-02-04T15:35:34+01:00,Create clean clients when there's no account to execute the operations,False,Keep Request Counts Low,1,medium,2,10,1,0.0,0.0,1.0,421,61,22,
owncloud/android,https://github.com/owncloud/android,05a41ae7ef0707f323f5626d611882c2084f771c,davigonz,2020-02-04T17:29:57+01:00,Clean up owncloud client factories,False,Use Cloud Native Security Tools,1,medium,10,43,59,1.0,0.2,0.0,3719,660,211,
owncloud/android,https://github.com/owncloud/android,b69e1e881a74abdd43df568b10ba864ac100c597,davigonz,2020-02-05T08:49:45+01:00,Remove unnecessary method,False,"Delete Unused Storage Resources, Remove Unused Assets, Avoid Tracking Unnecessary Data",3,high,1,1,1,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,ffdc3c3750d501eb86ad48a4cb28bd67774e2f7a,Justin Bassett,2020-01-03T05:43:25-05:00,"Home Network Settings (#209)

* Url management now abstracted to new separate use case.

* Add pre",True,"Compress Transmitted Data, Reduce Network Traversal Between VMs, Use Compiled Languages, Avoid Tracking Unnecessary Data, Serve Images in Modern Formats, Efficient Format for Model Training",6,high,41,746,384,0.7289719626168224,0.7102803738317757,0.616822429906542,2615,156,101,
home-assistant/android,https://github.com/home-assistant/android,2e8cfc9499887093ad60c0ec883bc8c9600aebc3,Justin Bassett,2020-01-03T15:20:06-05:00,Fix integration registration overriding url. (#220),False,,0,low,1,3,1,1.0,1.0,0.0,91,13,7,
home-assistant/android,https://github.com/home-assistant/android,0ee9b29074187ac48b5131314cc29405d2a5d5d9,Justin Bassett,2020-01-08T15:49:19-05:00,Add permissions for Camera and Audio. (#235),False,,0,low,2,49,0,0.0,0.37209302325581395,1.0,222,24,16,
home-assistant/android,https://github.com/home-assistant/android,5d02ec9bc62e2208423fbe86770c998811713048,Justin Bassett,2020-01-08T15:49:38-05:00,Send device_id for HA versions above 0.104.0 (#234),False,Minimize Deployed Environments,1,medium,8,121,10,0.0,1.0,1.0,1026,40,19,
home-assistant/android,https://github.com/home-assistant/android,5f548960575c788020f7e2a5910c4d741b4c4c92,Justin Bassett,2020-01-08T16:51:57-05:00,"Support Migrations (#224)

* Add instanceId to data layer.

* Support migrations.

* Formatting",False,"Match VM Utilization Requirements, Reduce Transmitted Data, Serve Images in Modern Formats, Efficient Format for Model Training",4,high,4,78,9,0.24324324324324326,1.0,1.0,210,10,8,
home-assistant/android,https://github.com/home-assistant/android,dfb03e32e088b28304dd2bdaa728420b9acf36d4,Justin Bassett,2020-01-08T17:55:14-05:00,Open urls that are outside the application correctly. (#236),False,,0,low,1,23,9,1.0,1.0,1.0,235,26,17,
home-assistant/android,https://github.com/home-assistant/android,3a99f623636a54550085b7fb105c32b9b0e620df,Justin Bassett,2020-01-10T13:50:34-05:00,Remove URLs and WiFi when logged out. (#248),False,"Delete Unused Storage Resources, Remove Unused Assets",2,high,2,6,0,1.0,1.0,1.0,394,19,10,
home-assistant/android,https://github.com/home-assistant/android,3719a1ca84304f4f54a13d06e716984645c7fd95,Justin Bassett,2020-01-10T13:51:33-05:00,Only show error screen if main url fails to load. (#245),True,Scale Infrastructure with User Load,1,medium,1,8,2,1.0,1.0,0.2,241,28,17,
home-assistant/android,https://github.com/home-assistant/android,f9dfc15ec637a2809e3a2d04510c678e4fa24281,Justin Bassett,2020-01-10T13:51:50-05:00,Fix issue when we are on local wifi without local url. (#247),False,,0,low,1,2,1,1.0,1.0,1.0,92,14,7,
home-assistant/android,https://github.com/home-assistant/android,cf283cf6628debc0599e04fb366ed96fbf336482,Justin Bassett,2020-01-10T13:52:02-05:00,Fix migration to pull from the correct preference. (#246),False,,0,low,1,6,6,,,,50,3,2,
home-assistant/android,https://github.com/home-assistant/android,675861d7c0857e56a7eda509583aa0e0eef799d3,Justin Bassett,2020-01-10T19:45:01-05:00,"Add timeout to UI on load. (#249)

* Refactor to isConnected.

* Add timeout to UI on load.",True,"Scale Infrastructure with User Load, Resource Limits & Constraints",2,high,1,16,3,0.18181818181818182,1.0,1.0,253,33,19,
home-assistant/android,https://github.com/home-assistant/android,5fa1ee05ce186d5fe9a3976ecd977460c28e359b,Justin Bassett,2020-01-12T07:56:04-05:00,"Add specific error handling around revoked token. (#251)

* Add specific error handling around revok",False,,0,low,10,95,21,0.6111111111111112,0.5,0.4583333333333333,904,73,41,
home-assistant/android,https://github.com/home-assistant/android,21e038bd2be2894b0b51e7c4aa84759be5ebd663,neopilou,2020-01-16T21:48:32+01:00,Android TV Support (#264),False,,0,low,2,14,1,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,5db4b2d501ea743296e6acab428925ada05196e0,Justin Bassett,2020-01-17T18:32:47-05:00,Automatic discovery of HA on local network. (#255),True,"Compress Transmitted Data, Reduce Network Traversal Between VMs",2,high,14,324,92,0.9797979797979798,1.0,1.0,408,42,34,
home-assistant/android,https://github.com/home-assistant/android,bda966b2702df0f62b861e9188ef57d4e2eaf0e4,Justin Bassett,2020-01-17T18:33:27-05:00,Status Bar Color Match Theme (#268),False,,0,low,11,69,3,0.9523809523809523,1.0,0.9523809523809523,896,96,54,
home-assistant/android,https://github.com/home-assistant/android,672a80e773ac83524c38d30a94164524bcdd99f5,Justin Bassett,2020-01-17T19:15:26-05:00,Fix get theme because of missing fields in DTO. (#270),False,,0,low,2,7,1,0.0,1.0,1.0,105,8,5,
home-assistant/android,https://github.com/home-assistant/android,1219767ef4d6e011b604b3fd774baec90983cd1c,Justin Bassett,2020-01-18T19:08:41-05:00,"Stop the app from opening browser when logging out. (#274)

* Stop the app from opening browser when",False,"Serve Images in Modern Formats, Efficient Format for Model Training",2,high,1,5,1,0.0,1.0,1.0,278,40,23,
home-assistant/android,https://github.com/home-assistant/android,cc241e18bc0c43b3eaa144133e395770e6f4f78d,Justin Bassett,2020-01-18T19:10:11-05:00,"Add the ability to debug on same device as production application. (#271)

* Add the ability to debu",True,"Minimize Deployed Environments, Use Compiled Languages",2,high,2,16,0,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,195bc9601cfe34d1c1754b59e315348aaf26b99f,Justin Bassett,2020-01-19T16:51:10-05:00,"Reload UI url more proactively (#275)

* Reload UI if the base url has changed.
AKA changed from re",True,Scale Infrastructure with User Load,1,medium,18,84,52,1.0,1.0,0.14285714285714285,948,121,74,
home-assistant/android,https://github.com/home-assistant/android,122f9e3a1058b99ff9f18438d35a927d8b4de8c7,Justin Bassett,2020-01-19T18:21:53-05:00,Place the mock google services for debug only. (#280),True,Use Compiled Languages,1,medium,1,2,0,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,9f5a61b0ced28d728f580df38c7e8574cbe93945,Kevin T. Berstene,2020-01-22T17:55:51-05:00,"Basic widget functionality added (#212)

* Basic widget functionality added

* Requested Fixes: 4 ",True,"Compress Stored Data, Delete Unused Storage Resources, Optimize Storage Resource Utilization, Reduce Transmitted Data, Remove Unused Assets, Scale Down Unused Applications, Avoid Chaining Critical Requests, Avoid Excessive DOM Size, Avoid Tracking Unnecessary Data, Enable Text Compression, Keep Request Counts Low, Properly Sized Images, Use Serverless",13,high,41,1326,0,0.4565916398713826,1.0,0.6945337620578779,2111,109,67,
home-assistant/android,https://github.com/home-assistant/android,e6d5b5825b7fca90a7c0574f792e3733aae515f3,Justin Bassett,2020-01-22T19:22:17-05:00,"Request we be exempt from Doze. (#273)

* Request we be exempt from Doze.

* Add an integration scre",True,"Avoid Chaining Critical Requests, Keep Request Counts Low, Feature Flags for Resource Control",3,high,6,181,20,0.0,1.0,0.26666666666666666,216,25,15,
home-assistant/android,https://github.com/home-assistant/android,baba03a757b4a5aaf2e8184d774b877e273a18d8,Justin Bassett,2020-01-22T21:45:30-05:00,"Bugfix/crashlytics fixes (#289)

* Add null checks for HomeAssistantSearcher.
https://github.com/ho",False,"Minimize Deployed Environments, Keep Request Counts Low",2,high,5,39,13,0.0,0.625,1.0,308,56,30,
home-assistant/android,https://github.com/home-assistant/android,ce719e90172a9c221644c73f47e3aa333555c7e4,Justin Bassett,2020-01-23T01:36:02-05:00,Make sure it's easy to tell which app is debug and which is production. (#290),False,,0,low,13,29,0,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,11e0906f0c25225c9335daaf9b1e10b6138ea5aa,Justin Bassett,2020-01-23T08:26:54-05:00,Don't need to create debug directory anymore. (#294),False,,0,low,1,1,2,,,,0,0,0,
home-assistant/android,https://github.com/home-assistant/android,922be6f168ee7cdb1e1cbfc18b638cf68879b2aa,neopilou,2020-01-23T14:52:57+01:00,Add Fullscreen option (#293),False,,0,low,11,80,1,1.0,1.0,1.0,820,141,71,
